date,trade_ret,net_pnl,portfolio_value,n_active,symbols_traded,stop_active,in_regime,daily_return
2020-02-25,0.0,0.0,100321.23726177138,0,,False,False,0.0
2020-02-26,0.0017927446569178107,185.77607246390312,100507.0133342353,1,SPY,False,True,0.0018518120144307205
2020-02-27,0.0,13.01567124247225,100520.02900547776,0,,False,False,0.00012950012950030398
2020-02-28,-0.02537415482792671,-2570.7147850937718,97949.31422038398,1,SPY,False,True,-0.025574154827926708
2020-03-02,0.0,25.365612901823585,97974.6798332858,0,,False,False,0.00025896672277614385
2020-03-03,0.0,25.365612901808213,98000.0454461876,0,,False,False,0.00025889967637526823
2020-03-04,0.0,38.048419352739685,98038.09386554034,0,,False,False,0.0003882489970234993
2020-03-05,0.0,25.365612901813194,98063.45947844216,0,,False,False,0.0002587322121603286
2020-03-06,0.0,0.0,98063.45947844216,0,,False,False,0.0
2020-03-09,0.0,38.04841935274047,98101.5078977949,0,,False,False,0.0003879979306777859
2020-03-10,0.0,-25.365612901821475,98076.14228489308,0,,False,False,-0.00025856496444731647
2020-03-11,0.0,25.36561290182464,98101.5078977949,0,,False,False,0.00025863183757923736
2020-03-12,0.0,12.682806450910737,98114.19070424582,0,,False,False,0.00012928248222365823
2020-03-13,0.0,25.365612901810707,98139.55631714762,0,,False,False,0.0002585315408478728
2020-03-16,0.0,0.0,98139.55631714762,0,,False,False,0.0
2020-03-17,0.0,0.0,98139.55631714762,0,,False,False,0.0
2020-03-18,0.0,25.36561290182454,98164.92193004944,0,,False,False,0.00025846471956580963
2020-03-19,0.01204548519034565,1137.4455160320022,99302.36744608145,1,SPY,False,True,0.011587087257528971
2020-03-20,0.0,38.49923783124761,99340.8666839127,0,,False,False,0.0003876970793486034
2020-03-23,-0.011302795954788891,-1168.363877991099,98172.5028059216,1,SPY,False,True,-0.011761160507172264
2020-03-24,-0.008899530177087112,-893.3236518426528,97279.17915407894,1,SPY,False,True,-0.009099530177087112
2020-03-25,0.0,0.0,97279.17915407894,0,,False,False,0.0
2020-03-26,-0.010499241018721683,-1040.8133838728968,96238.36577020604,1,SPY,False,True,-0.010699241018721684
2020-03-27,0.0,-12.435504040604933,96225.93026616544,0,,False,False,-0.0001292156609381534
2020-03-30,0.0,0.0,96225.93026616544,0,,False,False,0.0
2020-03-31,-0.003866417403127098,-391.29479746642966,95834.63546869901,1,SPY,False,True,-0.004066417403127098
2020-04-01,0.0,0.0,95834.63546869901,0,,False,False,0.0
2020-04-02,0.0,12.38493609056508,95847.02040478957,0,,False,False,0.00012923235978301584
2020-04-03,0.0,-37.154808271662034,95809.8655965179,0,,False,False,-0.00038764698281434917
2020-04-06,-0.0073398299813394186,-710.0051610421568,95099.86043547576,1,SPY,False,True,-0.00741056421091526
2020-04-07,0.0,-24.583135694851194,95075.27729978091,0,,False,False,-0.00025849812588873977
2020-04-08,0.0,12.291567847418303,95087.56886762833,0,,False,False,0.00012928248222365823
2020-04-09,-0.00011761477241534202,-54.78435224025666,95032.78451538808,1,SPY,False,True,-0.0005761463132633258
2020-04-13,-0.00265894118580845,-247.11781594445148,94785.66669944362,1,SPY,False,True,-0.0026003427891186036
2020-04-14,-0.000961501480712279,-97.84114999063326,94687.82554945299,1,SPY,False,True,-0.0010322357102881207
2020-04-15,0.0,-12.238312724501508,94675.58723672849,0,,False,False,-0.00012924906294431437
2020-04-16,0.0,-12.238312724504818,94663.34892400398,0,,False,False,-0.0001292657704240474
2020-04-17,0.0,24.476625449020023,94687.825549453,0,,False,False,0.0002585649644475385
2020-04-20,0.0,-12.23831272450151,94675.5872367285,0,,False,False,-0.00012924906294431437
2020-04-21,0.0,0.0,94675.5872367285,0,,False,False,0.0
2020-04-22,0.0,0.0,94675.5872367285,0,,False,False,0.0
2020-04-23,0.0031559261279514583,292.0923547167087,94967.67959144521,1,SPY,False,True,0.0030851918983756167
2020-04-24,0.0,-12.274483597190182,94955.40510784801,0,,False,False,-0.00012924906294431437
2020-04-27,0.0,0.0,94955.40510784801,0,,False,False,0.0
2020-04-28,0.0,0.0,94955.40510784801,0,,False,False,0.0
2020-04-29,0.0,-12.2744835971935,94943.13062425081,0,,False,False,-0.0001292657704240474
2020-04-30,0.0,24.548967194397417,94967.67959144521,0,,False,False,0.0002585649644475385
2020-05-01,0.0,-12.274483597190182,94955.40510784801,0,,False,False,-0.00012924906294431437
2020-05-04,0.0,0.0,94955.40510784801,0,,False,False,0.0
2020-05-05,0.0033044667274382267,294.78589574773196,95250.19100359574,1,SPY,False,True,0.003104466727438226
2020-05-06,0.0,0.0,95250.19100359574,0,,False,False,0.0
2020-05-07,0.0006819473385111241,45.90557604685919,95296.0965796426,1,SPY,False,True,0.0004819473385111242
2020-05-08,0.0,0.0,95296.0965796426,0,,False,False,0.0
2020-05-11,0.0,0.0,95296.0965796426,0,,False,False,0.0
2020-05-12,0.0,0.0,95296.0965796426,0,,False,False,0.0
2020-05-13,0.0,0.0,95296.0965796426,0,,False,False,0.0
2020-05-14,-0.004072537267558074,-394.83760074655396,94901.25897889605,1,SPY,False,True,-0.004143271497133915
2020-05-15,0.0,-12.265898795258014,94888.99308010079,0,,False,False,-0.00012924906294431437
2020-05-18,0.0,0.0,94888.99308010079,0,,False,False,0.0
2020-05-19,0.0,0.0,94888.99308010079,0,,False,False,0.0
2020-05-20,0.0006606959330495155,43.714973203166046,94932.70805330396,1,SPY,False,True,0.0004606959330495154
2020-05-21,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-05-22,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-05-26,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-05-27,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-05-28,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-05-29,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-06-01,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-06-02,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-06-03,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-06-04,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-06-05,0.0,-12.271549644951506,94920.436503659,0,,False,False,-0.0001292657704240474
2020-06-08,0.0,12.271549644946175,94932.70805330396,0,,False,False,0.00012928248222365823
2020-06-09,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-06-10,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-06-11,0.0,-12.271549644951506,94920.436503659,0,,False,False,-0.0001292657704240474
2020-06-12,0.0,12.271549644946175,94932.70805330396,0,,False,False,0.00012928248222365823
2020-06-15,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-06-16,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-06-17,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-06-18,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-06-19,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-06-22,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-06-23,0.0,0.0,94932.70805330396,0,,False,False,0.0
2020-06-24,0.0017822135091783986,150.20381314482646,95082.91186644878,1,SPY,False,True,0.0015822135091783985
2020-06-25,0.0,0.0,95082.91186644878,0,,False,False,0.0
2020-06-26,0.0010847163466753962,84.12140641774324,95167.03327286652,1,SPY,False,True,0.0008847163466753963
2020-06-29,0.0,0.0,95167.03327286652,0,,False,False,0.0
2020-06-30,0.0,0.0,95167.03327286652,0,,False,False,0.0
2020-07-01,0.0,0.0,95167.03327286652,0,,False,False,0.0
2020-07-02,0.0036392624428114306,327.3044033291556,95494.33767619568,1,SPY,False,True,0.0034392624428114305
2020-07-06,0.0,0.0,95494.33767619568,0,,False,False,0.0
2020-07-07,0.0,0.0,95494.33767619568,0,,False,False,0.0
2020-07-08,-0.0018240011012837787,-193.2806446229851,95301.0570315727,1,SPY,False,True,-0.0020240011012837788
2020-07-09,0.0,0.0,95301.0570315727,0,,False,False,0.0
2020-07-10,0.0,0.0,95301.0570315727,0,,False,False,0.0
2020-07-13,0.0,0.0,95301.0570315727,0,,False,False,0.0
2020-07-14,0.0,0.0,95301.0570315727,0,,False,False,0.0
2020-07-15,0.0,0.0,95301.0570315727,0,,False,False,0.0
2020-07-16,0.0,0.0,95301.0570315727,0,,False,False,0.0
2020-07-17,0.0,0.0,95301.0570315727,0,,False,False,0.0
2020-07-20,0.0,0.0,95301.0570315727,0,,False,False,0.0
2020-07-21,0.0,0.0,95301.0570315727,0,,False,False,0.0
2020-07-22,0.0,0.0,95301.0570315727,0,,False,False,0.0
2020-07-23,0.0,0.0,95301.0570315727,0,,False,False,0.0
2020-07-24,0.0,0.0,95301.0570315727,0,,False,False,0.0
2020-07-27,0.0,-19.06021140631454,95281.99682016639,1,SPY,False,True,-0.0002
2020-07-28,0.0,0.0,95281.99682016639,0,,False,False,0.0
2020-07-29,0.0003339344152807344,12.76153853088978,95294.75835869728,1,SPY,False,True,0.0001339344152807344
2020-07-30,0.0008038046754639261,57.53942064418647,95352.29777934146,1,SPY,False,True,0.0006038046754639261
2020-07-31,0.0,0.0,95352.29777934146,0,,False,False,0.0
2020-08-03,0.0,0.0,95352.29777934146,0,,False,False,0.0
2020-08-04,0.0,0.0,95352.29777934146,0,,False,False,0.0
2020-08-05,0.0,0.0,95352.29777934146,0,,False,False,0.0
2020-08-06,0.0,0.0,95352.29777934146,0,,False,False,0.0
2020-08-07,0.0,0.0,95352.29777934146,0,,False,False,0.0
2020-08-10,0.0,0.0,95352.29777934146,0,,False,False,0.0
2020-08-11,0.0,0.0,95352.29777934146,0,,False,False,0.0
2020-08-12,0.0018952169862836987,161.64283487672105,95513.94061421818,1,SPY,False,True,0.0016952169862836988
2020-08-13,0.0,0.0,95513.94061421818,0,,False,False,0.0
2020-08-14,0.0,0.0,95513.94061421818,0,,False,False,0.0
2020-08-17,0.0,0.0,95513.94061421818,0,,False,False,0.0
2020-08-18,0.0,0.0,95513.94061421818,0,,False,False,0.0
2020-08-19,0.0,0.0,95513.94061421818,0,,False,False,0.0
2020-08-20,0.0,0.0,95513.94061421818,0,,False,False,0.0
2020-08-21,0.0,0.0,95513.94061421818,0,,False,False,0.0
2020-08-24,0.0,0.0,95513.94061421818,0,,False,False,0.0
2020-08-25,0.0,0.0,95513.94061421818,0,,False,False,0.0
2020-08-26,0.0,0.0,95513.94061421818,0,,False,False,0.0
2020-08-27,0.003325046612802973,298.48551659192685,95812.42613081011,1,SPY,False,True,0.003125046612802973
2020-08-28,0.0,0.0,95812.42613081011,0,,False,False,0.0
2020-08-31,0.0,0.0,95812.42613081011,0,,False,False,0.0
2020-09-01,0.0,0.0,95812.42613081011,0,,False,False,0.0
2020-09-02,0.0,0.0,95812.42613081011,0,,False,False,0.0
2020-09-03,0.0,0.0,95812.42613081011,0,,False,False,0.0
2020-09-04,0.0,0.0,95812.42613081011,0,,False,False,0.0
2020-09-08,0.0,0.0,95812.42613081011,0,,False,False,0.0
2020-09-09,0.0,0.0,95812.42613081011,0,,False,False,0.0
2020-09-10,0.0,0.0,95812.42613081011,0,,False,False,0.0
2020-09-11,0.0,-12.385267079996302,95800.04086373012,0,,False,False,-0.0001292657704240474
2020-09-14,-0.000256772371292735,-31.373544755275994,95768.66731897484,1,SPY,False,True,-0.00032748988906907675
2020-09-15,0.0,-12.379610563471573,95756.28770841137,0,,False,False,-0.0001292657704240474
2020-09-16,0.0,12.379610563466196,95768.66731897484,0,,False,False,0.00012928248222365823
2020-09-17,0.0,0.0,95768.66731897484,0,,False,False,0.0
2020-09-18,0.0,-12.379610563471573,95756.28770841137,0,,False,False,-0.0001292657704240474
2020-09-21,0.0,0.0,95756.28770841137,0,,False,False,0.0
2020-09-22,0.0,0.0,95756.28770841137,0,,False,False,0.0
2020-09-23,0.0,0.0,95756.28770841137,0,,False,False,0.0
2020-09-24,0.0,12.379610563466196,95768.66731897484,0,,False,False,0.00012928248222365823
2020-09-25,0.0,-12.379610563471573,95756.28770841137,0,,False,False,-0.0001292657704240474
2020-09-28,0.0,12.379610563466196,95768.66731897484,0,,False,False,0.00012928248222365823
2020-09-29,0.0,0.0,95768.66731897484,0,,False,False,0.0
2020-09-30,0.0,-12.379610563471573,95756.28770841137,0,,False,False,-0.0001292657704240474
2020-10-01,0.0,0.0,95756.28770841137,0,,False,False,0.0
2020-10-02,0.0,0.0,95756.28770841137,0,,False,False,0.0
2020-10-05,0.0,0.0,95756.28770841137,0,,False,False,0.0
2020-10-06,0.0,12.379610563466196,95768.66731897484,0,,False,False,0.00012928248222365823
2020-10-07,0.001711243503612736,132.35016577197848,95901.01748474682,1,SPY,False,True,0.0013819777331886885
2020-10-08,0.0,0.0,95901.01748474682,0,,False,False,0.0
2020-10-09,0.0,0.0,95901.01748474682,0,,False,False,0.0
2020-10-12,0.0,12.398321588202517,95913.41580633502,0,,False,False,0.00012928248222365823
2020-10-13,0.0,-12.398321588207903,95901.01748474682,0,,False,False,-0.0001292657704240474
2020-10-14,0.0020472734040571927,177.1553990215966,96078.1728837684,1,SPY,False,True,0.0018472734040571926
2020-10-15,0.0,0.0,96078.1728837684,0,,False,False,0.0
2020-10-16,0.0,12.421224677927352,96090.59410844633,0,,False,False,0.00012928248222365823
2020-10-19,0.0,0.0,96090.59410844633,0,,False,False,0.0
2020-10-20,0.002701938483772648,227.99153065056638,96318.5856390969,1,SPY,False,True,0.0023726727133486004
2020-10-21,0.0,0.0,96318.5856390969,0,,False,False,0.0
2020-10-22,0.0,12.452305835694448,96331.0379449326,0,,False,False,0.00012928248222365823
2020-10-23,0.0,0.0,96331.0379449326,0,,False,False,0.0
2020-10-26,0.0,0.0,96331.0379449326,0,,False,False,0.0
2020-10-27,0.0,-12.452305835699857,96318.5856390969,0,,False,False,-0.0001292657704240474
2020-10-28,0.006872287255030973,642.6652713823556,96961.25091047926,1,SPY,False,True,0.006672287255030974
2020-10-29,0.006189126681650947,593.2486061114213,97554.49951659067,1,SPY,False,True,0.006118409163874607
2020-10-30,0.0,0.0,97554.49951659067,0,,False,False,0.0
2020-11-02,0.0,0.0,97554.49951659067,0,,False,False,0.0
2020-11-03,0.0013824144028291574,115.34984528920688,97669.84936187988,1,SPY,False,True,0.0011824144028291573
2020-11-04,0.0008809186723297557,53.87985582917443,97723.72921770906,1,SPY,False,True,0.0005516529019057083
2020-11-05,0.0,12.633966285418062,97736.36318399447,0,,False,False,0.00012928248222365823
2020-11-06,-0.0005253399258342561,-83.52605270861201,97652.83713128587,1,SPY,False,True,-0.0008546056962583034
2020-11-09,0.0,12.624801180515258,97665.46193246638,0,,False,False,0.00012928248222365823
2020-11-10,0.0,-12.624801180520741,97652.83713128587,0,,False,False,-0.0001292657704240474
2020-11-11,0.0,0.0,97652.83713128587,0,,False,False,0.0
2020-11-12,0.0,0.0,97652.83713128587,0,,False,False,0.0
2020-11-13,-0.0009676151310815673,-101.39612904701804,97551.44100223885,1,SPY,False,True,-0.0010383326488579091
2020-11-16,0.0,0.0,97551.44100223885,0,,False,False,0.0
2020-11-17,-0.000960643631232827,-113.2224587168334,97438.21854352202,1,SPY,False,True,-0.0011606436312328271
2020-11-18,0.0,0.0,97438.21854352202,0,,False,False,0.0
2020-11-19,0.0,0.0,97438.21854352202,0,,False,False,0.0
2020-11-20,0.0,0.0,97438.21854352202,0,,False,False,0.0
2020-11-23,0.000695431318598283,48.27394509488479,97486.4924886169,1,SPY,False,True,0.000495431318598283
2020-11-24,0.0,0.0,97486.4924886169,0,,False,False,0.0
2020-11-25,0.0,-12.601666557479176,97473.89082205942,0,,False,False,-0.0001292657704240474
2020-11-27,0.0,12.6016665574737,97486.49248861689,0,,False,False,0.00012928248222365823
2020-11-30,0.0,-12.601666557479174,97473.8908220594,0,,False,False,-0.0001292657704240474
2020-12-01,0.0,-12.601666557462876,97461.28915550195,0,,False,False,-0.0001292824822235472
2020-12-02,0.0,12.601666557458339,97473.8908220594,0,,False,False,0.00012929919834481218
2020-12-03,0.0,0.0,97473.8908220594,0,,False,False,0.0
2020-12-04,-0.002374530956848142,-238.34788284835423,97235.54293921105,1,SPY,False,True,-0.002445248474624484
2020-12-07,0.0,-25.138454741264525,97210.4044844698,0,,False,False,-0.0002585315408479838
2020-12-08,0.0,0.0,97210.4044844698,0,,False,False,0.0
2020-12-09,0.0,0.0,97210.4044844698,0,,False,False,0.0
2020-12-10,0.0,0.0,97210.4044844698,0,,False,False,0.0
2020-12-11,0.0,12.56922737061688,97222.97371184042,0,,False,False,0.00012929919834481218
2020-12-14,0.0044888075128461935,404.4013927059678,97627.37510454639,1,SPY,False,True,0.004159525030622647
2020-12-15,0.0,0.0,97627.37510454639,0,,False,False,0.0
2020-12-16,0.0,12.623141337526123,97639.99824588391,0,,False,False,0.00012929919834481218
2020-12-17,0.0,0.0,97639.99824588391,0,,False,False,0.0
2020-12-18,0.0,0.0,97639.99824588391,0,,False,False,0.0
2020-12-21,0.0,0.0,97639.99824588391,0,,False,False,0.0
2020-12-22,0.0,0.0,97639.99824588391,0,,False,False,0.0
2020-12-23,0.0,-12.623141337530667,97627.37510454637,0,,False,False,-0.0001292824822235472
2020-12-24,0.0,12.623141337526121,97639.9982458839,0,,False,False,0.00012929919834481218
2020-12-28,0.0,0.0,97639.9982458839,0,,False,False,0.0
2020-12-29,0.0,0.0,97639.9982458839,0,,False,False,0.0
2020-12-30,0.0,-12.623141337530665,97627.37510454636,0,,False,False,-0.0001292824822235472
2020-12-31,0.0,12.623141337526118,97639.99824588388,0,,False,False,0.00012929919834481218
2021-01-04,0.0,0.0,97639.99824588388,0,,False,False,0.0
2021-01-05,0.0,-12.623141337530663,97627.37510454634,0,,False,False,-0.0001292824822235472
2021-01-06,0.0,12.623141337526116,97639.99824588386,0,,False,False,0.00012929919834481218
2021-01-07,0.0010785343286123794,85.78009030466148,97725.77833618852,1,SPY,False,True,0.0008785343286123794
2021-01-08,0.0,-12.634231200530609,97713.144104988,0,,False,False,-0.0001292824822235472
2021-01-11,0.0,12.634231200526058,97725.77833618852,0,,False,False,0.00012929919834481218
2021-01-12,0.0,-12.634231200530609,97713.144104988,0,,False,False,-0.0001292824822235472
2021-01-13,0.0,0.0,97713.144104988,0,,False,False,0.0
2021-01-14,0.0,12.634231200526058,97725.77833618852,0,,False,False,0.00012929919834481218
2021-01-15,0.0,0.0,97725.77833618852,0,,False,False,0.0
2021-01-19,0.0,0.0,97725.77833618852,0,,False,False,0.0
2021-01-20,0.0,0.0,97725.77833618852,0,,False,False,0.0
2021-01-21,0.0,0.0,97725.77833618852,0,,False,False,0.0
2021-01-22,0.0,-12.634231200530609,97713.144104988,0,,False,False,-0.0001292824822235472
2021-01-25,0.0,12.634231200526058,97725.77833618852,0,,False,False,0.00012929919834481218
2021-01-26,0.0,-12.634231200530609,97713.144104988,0,,False,False,-0.0001292824822235472
2021-01-27,-0.002566542665167315,-270.3275821140914,97442.81652287391,1,SPY,False,True,-0.002766542665167315
2021-01-28,0.004542873367404776,435.7810907829674,97878.59761365688,1,SPY,False,True,0.004472172565749589
2021-01-29,0.0,0.0,97878.59761365688,0,,False,False,0.0
2021-02-01,0.0,0.0,97878.59761365688,0,,False,False,0.0
2021-02-02,0.003123505079213218,273.4945892137393,98152.09220287061,1,SPY,False,True,0.0027942225969896707
2021-02-03,0.0,0.0,98152.09220287061,0,,False,False,0.0
2021-02-04,-0.0027406454499692146,-275.93951650363306,97876.15268636699,1,SPY,False,True,-0.002811346251624403
2021-02-05,0.0,0.0,97876.15268636699,0,,False,False,0.0
2021-02-08,0.0,0.0,97876.15268636699,0,,False,False,0.0
2021-02-09,0.0,0.0,97876.15268636699,0,,False,False,0.0
2021-02-10,0.0,-12.653671969784433,97863.4990143972,0,,False,False,-0.0001292824822235472
2021-02-11,0.0,12.653671969779875,97876.15268636697,0,,False,False,0.00012929919834481218
2021-02-12,0.0,-12.653671969784432,97863.49901439718,0,,False,False,-0.0001292824822235472
2021-02-16,0.0,12.653671969779873,97876.15268636696,0,,False,False,0.00012929919834481218
2021-02-17,0.0,0.0,97876.15268636696,0,,False,False,0.0
2021-02-18,0.0,-12.653671969784428,97863.49901439717,0,,False,False,-0.0001292824822235472
2021-02-19,0.0,12.653671969779872,97876.15268636694,0,,False,False,0.00012929919834481218
2021-02-22,0.0,-12.653671969784426,97863.49901439715,0,,False,False,-0.0001292824822235472
2021-02-23,0.003489821354383027,321.9534288722061,98185.45244326936,1,SPY,False,True,0.003289821354383027
2021-02-24,0.0,-12.69530029005921,98172.7571429793,0,,False,False,-0.00012929919834503423
2021-02-25,0.0,12.695300290054469,98185.45244326936,0,,False,False,0.00012931591878961868
2021-02-26,0.0,0.0,98185.45244326936,0,,False,False,0.0
2021-03-01,0.0020969566536985784,173.55824701860593,98359.01069028796,1,SPY,False,True,0.001767657455353544
2021-03-02,0.0,0.0,98359.01069028796,0,,False,False,0.0
2021-03-03,0.004049379938696918,391.3405883799226,98750.35127866789,1,SPY,False,True,0.003978695857486536
2021-03-04,0.0,0.0,98750.35127866789,0,,False,False,0.0
2021-03-05,0.0,0.0,98750.35127866789,0,,False,False,0.0
2021-03-08,0.0,-12.768341256622284,98737.58293741127,0,,False,False,-0.00012929919834503423
2021-03-09,0.004872781638472823,461.3791645771229,99198.96210198839,1,SPY,False,True,0.004672781638472823
2021-03-10,0.0,0.0,99198.96210198839,0,,False,False,0.0
2021-03-11,0.0,12.828004927195192,99211.79010691559,0,,False,False,0.00012931591878961868
2021-03-12,0.0,-12.828004927199984,99198.96210198839,0,,False,False,-0.00012929919834503423
2021-03-15,0.0,0.0,99198.96210198839,0,,False,False,0.0
2021-03-16,0.0,0.0,99198.96210198839,0,,False,False,0.0
2021-03-17,0.0,12.828004927195192,99211.79010691559,0,,False,False,0.00012931591878961868
2021-03-18,0.0,-12.828004927199984,99198.96210198839,0,,False,False,-0.00012929919834503423
2021-03-19,0.0033511880236232194,312.59458133163946,99511.55668332003,1,SPY,False,True,0.0031511880236232193
2021-03-22,0.0,0.0,99511.55668332003,0,,False,False,0.0
2021-03-23,0.0,12.868428382688748,99524.42511170272,0,,False,False,0.00012931591878961868
2021-03-24,0.0,-12.868428382693555,99511.55668332003,0,,False,False,-0.00012929919834503423
2021-03-25,0.0,0.0,99511.55668332003,0,,False,False,0.0
2021-03-26,0.0,0.0,99511.55668332003,0,,False,False,0.0
2021-03-29,0.0,0.0,99511.55668332003,0,,False,False,0.0
2021-03-30,0.0,12.868428382688748,99524.42511170272,0,,False,False,0.00012931591878961868
2021-03-31,0.0024862177061939494,214.66607450645492,99739.09118620917,1,SPY,False,True,0.002156918507848915
2021-04-01,0.0,12.897852215986198,99751.98903842516,0,,False,False,0.00012931591878961868
2021-04-05,-0.0007138702342550651,-104.05822580594531,99647.93081261922,1,SPY,False,True,-0.0010431694326000994
2021-04-06,0.0,-12.886063728518208,99635.0447488907,0,,False,False,-0.00012931591878961868
2021-04-07,0.0,0.0,99635.0447488907,0,,False,False,0.0
2021-04-08,0.0,12.886063728534143,99647.93081261923,0,,False,False,0.00012933264355941
2021-04-09,0.0,-12.88606372851821,99635.04474889071,0,,False,False,-0.00012931591878961868
2021-04-12,0.0,0.0,99635.04474889071,0,,False,False,0.0
2021-04-13,0.0,0.0,99635.04474889071,0,,False,False,0.0
2021-04-14,0.0,0.0,99635.04474889071,0,,False,False,0.0
2021-04-15,0.0,12.886063728534145,99647.93081261925,0,,False,False,0.00012933264355941
2021-04-16,0.0,0.0,99647.93081261925,0,,False,False,0.0
2021-04-19,0.0,-12.886063728518211,99635.04474889072,0,,False,False,-0.00012931591878961868
2021-04-20,0.0,0.0,99635.04474889072,0,,False,False,0.0
2021-04-21,0.0,0.0,99635.04474889072,0,,False,False,0.0
2021-04-22,0.0,12.886063728534147,99647.93081261926,0,,False,False,0.00012933264355941
2021-04-23,0.0025181797158054797,231.00181193180183,99878.93262455106,1,SPY,False,True,0.0023181797158054796
2021-04-26,0.0,-12.91593594007024,99866.016688611,0,,False,False,-0.00012931591878961868
2021-04-27,0.0,12.915935940086214,99878.93262455107,0,,False,False,0.00012933264355941
2021-04-28,0.0,-12.915935940070243,99866.01668861101,0,,False,False,-0.00012931591878961868
2021-04-29,0.0,0.0,99866.01668861101,0,,False,False,0.0
2021-04-30,0.0,12.915935940086216,99878.93262455109,0,,False,False,0.00012933264355941
2021-05-03,0.0,0.0,99878.93262455109,0,,False,False,0.0
2021-05-04,-0.004279711573377476,-460.3447463548609,99418.58787819622,1,SPY,False,True,-0.004609027492167094
2021-05-05,0.0,12.85806878923063,99431.44594698545,0,,False,False,0.00012933264355941
2021-05-06,0.0,0.0,99431.44594698545,0,,False,False,0.0
2021-05-07,0.0011178009806163125,78.40020980502639,99509.84615679047,1,SPY,False,True,0.0007884850618266938
2021-05-10,0.0,0.0,99509.84615679047,0,,False,False,0.0
