date,net_pnl,transaction_cost,portfolio_value,invested_weight,cash_weight,gross_exposure,stop_active,in_regime,n_long,n_short,daily_return
2017-02-27,-1.1675778509204422,0.8174019757491017,101762.21461887387,1.1556215894003643,0.0,1.1556215894003643,False,True,3,0,-1.1473457600552628e-05
2017-02-28,-29.008752553030074,2.5929959544918177,101733.20586632084,1.1301406585440217,0.0,1.1301406585440217,False,True,3,0,-0.0002850640845589725
2017-03-01,859.4576786036589,63.755523260952444,102592.66354492451,1.5000000000000002,0.0,1.5000000000000002,False,True,5,0,0.008448152904303452
2017-03-02,-1358.9957057825602,8.278187684167408,101233.66783914194,1.5,0.0,1.5,False,True,5,0,-0.013246519378917077
2017-03-03,211.4792105296038,4.0422527534619785,101445.14704967155,1.5,0.0,1.5,False,True,5,0,0.0020890205308539134
2017-03-06,-528.2602777809907,1.3371660071812856,100916.88677189055,1.5,0.0,1.5,False,True,5,0,-0.00520734892840502
2017-03-07,-725.0613655900474,6.278131971148136,100191.8254063005,1.5,0.0,1.5,False,True,5,0,-0.007184737745913217
2017-03-08,-1186.087565302324,14.653687345498644,99005.73784099818,1.3537436833187275,0.0,1.3537436833187275,False,True,5,0,-0.011838167040998271
2017-03-09,-434.3894208495272,2.823002445916512,98571.34842014864,1.3421570120891662,0.0,1.3421570120891662,False,True,5,0,-0.0043875176360702595
2017-03-10,198.70845864391748,5.791953309475924,98770.05687879256,1.384661086024686,0.0,1.384661086024686,False,True,5,0,0.0020158845529529845
2017-03-13,214.53575102617836,4.833118457800144,98984.59262981874,1.430548732844333,0.0,1.430548732844333,False,True,5,0,0.002172072769882627
2017-03-14,-616.2969186931505,3.592500092946632,98368.2957111256,1.406243530348219,0.0,1.406243530348219,False,True,5,0,-0.006226190382961572
2017-03-15,1469.4143476331765,25.72597163923111,99837.71005875878,1.1447164656242395,0.0,1.1447164656242395,False,True,5,0,0.014937885596273404
2017-03-16,104.72529630935686,1.477087986532339,99942.43535506814,1.1595113561086368,0.0,1.1595113561086368,False,True,5,0,0.0010489553120531792
2017-03-17,198.03785994569188,0.8256861807189891,100140.47321501383,1.1562768961122616,0.0,1.1562768961122616,False,True,5,0,0.0019815192539796023
2017-03-20,-31.759930305563575,0.5422143658735806,100108.71328470827,1.1569591347647885,0.0,1.1569591347647885,False,True,5,0,-0.000317153786934532
2017-03-21,-500.66098143065796,6.416890792531358,99608.05230327761,1.1525705465802765,0.0,1.1525705465802765,False,True,5,0,-0.005001172875000237
2017-03-22,90.17843512842974,0.2522147015027253,99698.23073840604,1.152251182542561,0.0,1.152251182542561,False,True,5,0,0.0009053327822721169
2017-03-23,88.37850021666702,1.6687410074798006,99786.60923862271,1.1560811529695953,0.0,1.1560811529695953,False,True,5,0,0.0008864600661626643
2017-03-24,135.71282808888674,2.177723379126673,99922.3220667116,1.1592078047429084,0.0,1.1592078047429084,False,True,5,0,0.0013600304602430224
2017-03-27,-43.80068306795028,0.3294552631437733,99878.52138364365,1.1594914640023177,0.0,1.1594914640023177,False,True,5,0,-0.00043834732982594993
2017-03-28,451.676888093917,1.87294276751142,100330.19827173756,1.14203373032237,0.0,1.14203373032237,False,True,5,0,0.0045222624628069585
2017-03-29,373.55118341054356,11.881222631802652,100703.7494551481,1.2586800468446866,0.0,1.2586800468446866,False,True,5,0,0.003723217833167203
2017-03-30,-57.59337959414488,11.481317309199031,100646.15607555397,1.3726908693941748,0.0,1.3726908693941748,False,True,5,0,-0.0005719089895435125
2017-03-31,61.53475440311506,1.2145709886322476,100707.69082995708,1.3764240960634904,0.0,1.3764240960634904,False,True,5,0,0.0006113969653933626
2017-04-03,-174.93334522690367,78.83043589667425,100532.75748473017,0.8,0.19999999999999996,0.8,False,True,2,0,-0.0017370405754042473
2017-04-04,8.384426576465696,0.0,100541.14191130664,0.8,0.19999999999999996,0.8,False,True,2,0,8.339994630834902e-05
2017-04-05,-344.60157910026646,0.0,100196.54033220636,0.8,0.19999999999999996,0.8,False,True,2,0,-0.0034274683234080117
2017-04-06,112.76299307624724,0.0,100309.30332528261,0.8,0.19999999999999996,0.8,False,True,2,0,0.0011254180304267614
2017-04-07,-61.17864424983085,0.0,100248.12468103279,0.8,0.19999999999999996,0.8,False,True,2,0,-0.0006099000015127309
2017-04-10,-21.508541844712777,0.0,100226.61613918807,0.8,0.19999999999999996,0.8,False,True,2,0,-0.00021455305935291769
2017-04-11,150.12359634439568,0.0,100376.73973553246,0.8,0.19999999999999996,0.8,False,True,2,0,0.001497841612610351
2017-04-12,-191.2544876361283,0.0,100185.48524789633,0.8,0.19999999999999996,0.8,False,True,2,0,-0.0019053666032593508
2017-04-13,-522.1858700074324,0.0,99663.29937788889,0.8,0.19999999999999996,0.8,False,True,2,0,-0.005212190854946286
2017-04-17,609.9552445736517,0.0,100273.25462246254,0.8,0.19999999999999996,0.8,False,True,2,0,0.0061201590593635835
2017-04-18,-329.5305169570007,0.0,99943.72410550553,0.8,0.19999999999999996,0.8,False,True,2,0,-0.00328632513423166
2017-04-19,-219.9853322284479,0.0,99723.73877327709,0.8,0.19999999999999996,0.8,False,True,2,0,-0.0022010920064997608
2017-04-20,638.5973703526769,0.0,100362.33614362977,0.8,0.19999999999999996,0.8,False,True,2,0,0.006403664545756138
2017-04-21,-95.91960180383282,0.0,100266.41654182594,0.8,0.19999999999999996,0.8,False,True,2,0,-0.0009557330517552254
2017-04-24,1439.5201453275304,0.0,101705.93668715347,0.8,0.19999999999999996,0.8,False,True,2,0,0.014356952157824843
2017-04-25,522.3130435433835,0.0,102228.24973069686,0.8,0.19999999999999996,0.8,False,True,2,0,0.005135521686900235
2017-04-26,-118.67464767832374,0.0,102109.57508301853,0.8,0.19999999999999996,0.8,False,True,2,0,-0.0011608791893723547
2017-04-27,56.09388078355941,0.0,102165.66896380209,0.8,0.19999999999999996,0.8,False,True,2,0,0.0005493498600690483
2017-04-28,-115.04211511336865,0.0,102050.62684868873,0.8,0.19999999999999996,0.8,False,True,2,0,-0.001126034961451916
2017-05-01,398.5124624778864,46.7625168639227,102449.13931116661,1.0794639131465449,0.0,1.0794639131465449,False,True,3,0,0.003905046688921887
2017-05-02,114.95148603228681,0.153690648035957,102564.09079719889,1.0795007361421436,0.0,1.0795007361421436,False,True,3,0,0.0011220346681795057
2017-05-03,-565.0902076300116,4.081011742947505,101999.00058956888,1.0511606951641084,0.0,1.0511606951641084,False,True,3,0,-0.005509630156497636
2017-05-04,180.59618231176108,1.254657701207528,102179.59677188064,1.0634613813860851,0.0,1.0634613813860851,False,True,3,0,0.0017705681552553365
2017-05-05,808.1982606583276,2.35500839237325,102987.79503253897,1.0404136451767627,0.0,1.0404136451767627,False,True,3,0,0.007909585535580632
2017-05-08,-458.83091674497365,1.7324159081066686,102528.96411579399,1.023592079984894,0.0,1.023592079984894,False,True,3,0,-0.004455197012422807
2017-05-09,-287.2847117445973,0.8384376900554193,102241.6794040494,1.0191250782738606,0.0,1.0191250782738606,False,True,3,0,-0.002801985899517523
2017-05-10,373.27828591740206,0.4132794490446681,102614.9576899668,1.0157223358827698,0.0,1.0157223358827698,False,True,3,0,0.003650940478415299
2017-05-11,-294.8634715639032,0.4921777698883123,102320.0942184029,1.0109259808389433,0.0,1.0109259808389433,False,True,3,0,-0.002873494061701898
2017-05-12,-43.105181552962044,2.143482759873322,102276.98903684993,1.0318747766375285,0.0,1.0318747766375285,False,True,3,0,-0.0004212777742459428
2017-05-15,461.1930089640829,3.317744364472367,102738.18204581401,1.045900804527592,0.0,1.045900804527592,False,True,3,0,0.004509254851039035
2017-05-16,-62.01131023055468,1.48637484767046,102676.17073558347,1.0603684037985976,0.0,1.0603684037985976,False,True,3,0,-0.0006035858236511649
2017-05-17,-915.4855464007386,1.7288776495319773,101760.68518918272,1.0578812654249352,0.0,1.0578812654249352,False,True,3,0,-0.008916241615187892
2017-05-18,394.75166112690636,1.462992583948467,102155.43685030963,1.0656677707915188,0.0,1.0656677707915188,False,True,3,0,0.003879215832647276
2017-05-19,803.2145722825187,1.8680518850012668,102958.65142259216,1.0473814030503819,0.0,1.0473814030503819,False,True,3,0,0.00786267081858294
2017-05-22,421.0789764285849,15.713404923940834,103379.73039902074,1.2000000000000002,0.0,1.2000000000000002,False,True,3,0,0.004089787216620344
2017-05-23,133.37894117108425,0.0,103513.10934019183,1.2000000000000002,0.0,1.2000000000000002,False,True,3,0,0.0012901846489274948
2017-05-24,451.50571535242955,0.0,103964.61505554426,1.2000000000000002,0.0,1.2000000000000002,False,True,3,0,0.00436182159178089
2017-05-25,202.96455783846764,0.0,104167.57961338272,1.2000000000000002,0.0,1.2000000000000002,False,True,3,0,0.0019522465189720783
2017-05-26,-447.76736614911596,0.0,103719.81224723361,1.2000000000000002,0.0,1.2000000000000002,False,True,3,0,-0.004298529041482979
2017-05-30,-319.43892863213034,0.0,103400.37331860149,1.2000000000000002,0.0,1.2000000000000002,False,True,3,0,-0.0030798255580205547
2017-05-31,60.102389930767224,0.0,103460.47570853225,1.2000000000000002,0.0,1.2000000000000002,False,True,3,0,0.0005812589258800127
2017-06-01,187.7301809103636,164.74950206361868,103648.20588944262,1.3530250963950665,0.0,1.3530250963950665,False,True,5,0,0.0018145110934850717
2017-06-02,966.4583487885865,5.742634130153893,104614.6642382312,1.312403829557589,0.0,1.312403829557589,False,True,5,0,0.009324409819688295
2017-06-05,-352.29519974072764,4.690635370036688,104262.36903849048,1.3547292830699622,0.0,1.3547292830699622,False,True,5,0,-0.0033675508333943505
2017-06-06,368.6840027037058,3.5592319305767877,104631.05304119419,1.3760206531102808,0.0,1.3760206531102808,False,True,5,0,0.00353611764343853
2017-06-07,-267.09973496054226,1.7884517256526806,104363.95330623364,1.3787352198812857,0.0,1.3787352198812857,False,True,5,0,-0.0025527768974606957
2017-06-08,-324.2082926580277,1.5674399184502084,104039.74501357561,1.379840850126408,0.0,1.379840850126408,False,True,5,0,-0.0031065160180997475
2017-06-09,-401.28197970847657,1.96045410099889,103638.46303386713,1.3773256510556173,0.0,1.3773256510556173,False,True,5,0,-0.003857006566635901
2017-06-12,-163.00702755810778,2.235498839213189,103475.45600630902,1.3557554851753817,0.0,1.3557554851753817,False,True,5,0,-0.0015728429656935994
2017-06-13,351.70091795470967,1.0286437027535864,103827.15692426373,1.3532623729798094,0.0,1.3532623729798094,False,True,5,0,0.003398882513098389
2017-06-14,435.73937542443986,6.544458072420102,104262.89629968817,1.3712061211347415,0.0,1.3712061211347415,False,True,5,0,0.004196776530655644
2017-06-15,-520.940203733018,19.17610592173583,103741.95609595516,1.3790983376300554,0.0,1.3790983376300554,False,True,5,0,-0.0049964102496793394
2017-06-16,245.09999408341457,2.4026403672977357,103987.05609003858,1.378785383138832,0.0,1.378785383138832,False,True,5,0,0.0023625927571360172
2017-06-19,101.1000423965956,4.435418751471046,104088.15613243516,1.392699953118315,0.0,1.392699953118315,False,True,5,0,0.0009722367975206758
2017-06-20,-170.70266274229365,4.329017369697341,103917.45346969287,1.3783579544296176,0.0,1.3783579544296176,False,True,5,0,-0.0016399816183225724
2017-06-21,68.04000886762573,2.665095116941462,103985.4934785605,1.3674233945343586,0.0,1.3674233945343586,False,True,5,0,0.0006547505408942556
2017-06-22,140.75795059751118,0.5074385986555887,104126.25142915802,1.3646506386797372,0.0,1.3646506386797372,False,True,5,0,0.0013536306448989066
2017-06-23,192.02311491665813,1.9848013829523252,104318.27454407468,1.3674384992712152,0.0,1.3674384992712152,False,True,5,0,0.001844137403210988
2017-06-26,-20.873823106785867,0.5398148116104864,104297.4007209679,1.3690064772262187,0.0,1.3690064772262187,False,True,5,0,-0.0002000974728351146
2017-06-27,-615.9242488083277,5.834546422844484,103681.47647215957,1.3832116889596024,0.0,1.3832116889596024,False,True,5,0,-0.005905461157715175
2017-06-28,366.71088146258296,4.449258497680424,104048.18735362215,1.3693271178029005,0.0,1.3693271178029005,False,True,5,0,0.0035368987203905355
2017-06-29,-954.8261193392256,1.5631010067554978,103093.36123428293,1.376475582359367,0.0,1.376475582359367,False,True,5,0,-0.00917676841494719
2017-06-30,-153.33168058228608,3.074506655623133,102940.02955370065,1.3732880387924693,0.0,1.3732880387924693,False,True,5,0,-0.0014873089668094863
2017-07-03,224.90205110814944,140.1985496937978,103164.9316048088,1.4515463186130302,0.0,1.4515463186130302,False,True,4,0,0.002184787123951759
2017-07-05,-358.7539180064416,5.949087066148285,102806.17768680234,1.440302119217267,0.0,1.440302119217267,False,True,4,0,-0.0034774793374624524
2017-07-06,-1420.8165999198643,5.750662977420378,101385.36108688248,1.448891312644461,0.0,1.448891312644461,False,True,4,0,-0.01382034262812848
2017-07-07,216.699608162456,0.2473009996082214,101602.06069504493,1.451330530663286,0.0,1.451330530663286,False,True,4,0,0.0021373855736110947
2017-07-10,-66.87644095262858,0.32518948588863855,101535.1842540923,1.448129911663395,0.0,1.448129911663395,False,True,4,0,-0.0006582193362530964
2017-07-11,95.70385796619796,1.4628860691966468,101630.8881120585,1.4534909903629925,0.0,1.4534909903629925,False,True,4,0,0.000942568417729106
2017-07-12,1213.2744362575677,1.2721642153668191,102844.16254831606,1.4409734945602979,0.0,1.4409734945602979,False,True,4,0,0.011938048154413572
2017-07-13,-17.508861338468872,4.606826054926889,102826.65368697759,1.4603675572447696,0.0,1.4603675572447696,False,True,4,0,-0.00017024652546759889
2017-07-14,767.2191335653317,1.1456054229677888,103593.87282054292,1.4492264242613389,0.0,1.4492264242613389,False,True,4,0,0.007461286602799433
2017-07-17,228.90348938333995,0.9207497896491814,103822.77630992627,1.440338352365,0.0,1.440338352365,False,True,4,0,0.0022096238237938604
2017-07-18,357.2441896424054,2.502995933268434,104180.02049956867,1.4174775469337177,0.0,1.4174775469337177,False,True,4,0,0.0034409038395966096
